2025-12-08 23:21:36,464 - INFO - Args: {'scenario': 'grad', 'seed': 0, 'batch_size_images': 16, 'event_batch_size': 65536, 'events_per_image': 4096, 'run_name': 'grad_poisson_20251208_232134', 'log_interval': 125, 'num_epochs': 30, 'T_unsup1': 100, 'T_unsup2': 100, 'T_semi': 100, 'T_sup': 25, 'spike_array_len': 6, 'sigma_unsup1': 0.1, 'sigma_unsup2': 0.1, 'sigma_semi': 0.1, 'sigma_sup': 0.1, 'N_E': 100, 'N_hidden': 256, 'dt': 1.0, 'layer_index_scale': 1.0, 'lr_actor': 0.001, 'lr_critic': 0.001, 'ppo_eps': 0.2, 'ppo_epochs': 2, 'ppo_batch_size': 4096, 'exc_clip_min': 0.0, 'exc_clip_max': 1.0, 'w_clip_min': -1.0, 'w_clip_max': 1.0, 'inh_clip_min': 0.0, 'inh_clip_max': 1.0, 'local_lr': 0.01, 'rho_target': 0.1, 'alpha_sparse': 1.0, 'alpha_div': 0.1, 'alpha_stab': 0.1, 'beta_margin': 0.5, 'alpha_align': 0.1, 'max_rate': 0.25, 'sup_input_encoding': 'poisson', 'log_gradient_stats': False, 'result_dir': '/home/yongokhan/바탕화면/snn/RL_SNN/results/grad/grad_poisson_20251208_232134', 'log_dir': '/home/yongokhan/바탕화면/snn/RL_SNN/results/grad/grad_poisson_20251208_232134'}
2025-12-08 23:21:36,464 - INFO - Starting scenario: grad
2025-12-08 23:21:36,464 - INFO - Results will be saved to: /home/yongokhan/바탕화면/snn/RL_SNN/results/grad/grad_poisson_20251208_232134
2025-12-08 23:21:36,464 - INFO - Logs will be saved to: /home/yongokhan/바탕화면/snn/RL_SNN/results/grad/grad_poisson_20251208_232134
2025-12-08 23:22:08,042 - INFO - Epoch 1 | Batch 125/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0158
2025-12-08 23:39:42,966 - INFO - Epoch 2 | Batch 1000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:40:13,444 - INFO - Epoch 2 | Batch 1125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-08 23:40:44,299 - INFO - Epoch 2 | Batch 1250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-08 23:41:14,634 - INFO - Epoch 2 | Batch 1375/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-08 23:41:45,165 - INFO - Epoch 2 | Batch 1500/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-08 23:42:15,663 - INFO - Epoch 2 | Batch 1625/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-08 23:42:46,175 - INFO - Epoch 2 | Batch 1750/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-08 23:43:16,758 - INFO - Epoch 2 | Batch 1875/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0158
2025-12-08 23:43:47,059 - INFO - Epoch 2 | Batch 2000/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0158
2025-12-08 23:44:17,662 - INFO - Epoch 2 | Batch 2125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-08 23:44:48,479 - INFO - Epoch 2 | Batch 2250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-08 23:45:19,020 - INFO - Epoch 2 | Batch 2375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:45:49,679 - INFO - Epoch 2 | Batch 2500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-08 23:46:19,993 - INFO - Epoch 2 | Batch 2625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-08 23:46:50,470 - INFO - Epoch 2 | Batch 2750/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0158
2025-12-08 23:47:20,856 - INFO - Epoch 2 | Batch 2875/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0158
2025-12-08 23:47:51,109 - INFO - Epoch 2 | Batch 3000/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-08 23:48:21,343 - INFO - Epoch 2 | Batch 3125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:48:51,629 - INFO - Epoch 2 | Batch 3250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-08 23:49:22,158 - INFO - Epoch 2 | Batch 3375/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
2025-12-08 23:50:08,374 - INFO - Epoch 3 | Batch 125/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-08 23:50:38,869 - INFO - Epoch 3 | Batch 250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0155
2025-12-08 23:51:09,254 - INFO - Epoch 3 | Batch 375/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
2025-12-08 23:51:39,901 - INFO - Epoch 3 | Batch 500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:52:10,202 - INFO - Epoch 3 | Batch 625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:52:40,396 - INFO - Epoch 3 | Batch 750/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0158
2025-12-08 23:53:10,768 - INFO - Epoch 3 | Batch 875/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-08 23:53:41,368 - INFO - Epoch 3 | Batch 1000/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0157
2025-12-08 23:54:11,846 - INFO - Epoch 3 | Batch 1125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-08 23:54:41,990 - INFO - Epoch 3 | Batch 1250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:55:12,655 - INFO - Epoch 3 | Batch 1375/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
2025-12-08 23:55:43,189 - INFO - Epoch 3 | Batch 1500/3375 | Acc 0.3125 | Reward -0.0000 | Active 0.0158
2025-12-08 23:56:13,525 - INFO - Epoch 3 | Batch 1625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-08 23:56:43,963 - INFO - Epoch 3 | Batch 1750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-08 23:57:14,201 - INFO - Epoch 3 | Batch 1875/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-08 23:57:44,431 - INFO - Epoch 3 | Batch 2000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-08 23:58:15,038 - INFO - Epoch 3 | Batch 2125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-08 23:58:45,258 - INFO - Epoch 3 | Batch 2250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-08 23:59:15,761 - INFO - Epoch 3 | Batch 2375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0153
2025-12-08 23:59:45,933 - INFO - Epoch 3 | Batch 2500/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:00:16,546 - INFO - Epoch 3 | Batch 2625/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-09 00:00:47,622 - INFO - Epoch 3 | Batch 2750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:01:18,421 - INFO - Epoch 3 | Batch 2875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:01:48,858 - INFO - Epoch 3 | Batch 3000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:02:19,164 - INFO - Epoch 3 | Batch 3125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:02:49,415 - INFO - Epoch 3 | Batch 3250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:03:20,048 - INFO - Epoch 3 | Batch 3375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:04:07,150 - INFO - Epoch 4 | Batch 125/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0155
2025-12-09 00:04:37,859 - INFO - Epoch 4 | Batch 250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:05:08,295 - INFO - Epoch 4 | Batch 375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:05:38,490 - INFO - Epoch 4 | Batch 500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:06:08,856 - INFO - Epoch 4 | Batch 625/3375 | Acc 0.3125 | Reward -0.0000 | Active 0.0158
2025-12-09 00:06:39,264 - INFO - Epoch 4 | Batch 750/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0157
2025-12-09 00:07:09,834 - INFO - Epoch 4 | Batch 875/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:07:40,304 - INFO - Epoch 4 | Batch 1000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:08:11,075 - INFO - Epoch 4 | Batch 1125/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-09 00:08:41,793 - INFO - Epoch 4 | Batch 1250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:09:12,174 - INFO - Epoch 4 | Batch 1375/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-09 00:09:42,581 - INFO - Epoch 4 | Batch 1500/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:10:12,928 - INFO - Epoch 4 | Batch 1625/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:10:43,315 - INFO - Epoch 4 | Batch 1750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:11:13,843 - INFO - Epoch 4 | Batch 1875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-09 00:11:44,374 - INFO - Epoch 4 | Batch 2000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:12:14,908 - INFO - Epoch 4 | Batch 2125/3375 | Acc 0.3125 | Reward -0.0000 | Active 0.0158
2025-12-09 00:12:45,447 - INFO - Epoch 4 | Batch 2250/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:13:15,691 - INFO - Epoch 4 | Batch 2375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:13:46,025 - INFO - Epoch 4 | Batch 2500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:14:16,883 - INFO - Epoch 4 | Batch 2625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:14:47,483 - INFO - Epoch 4 | Batch 2750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:15:18,009 - INFO - Epoch 4 | Batch 2875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:15:48,497 - INFO - Epoch 4 | Batch 3000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:16:19,036 - INFO - Epoch 4 | Batch 3125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:16:49,324 - INFO - Epoch 4 | Batch 3250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:17:19,543 - INFO - Epoch 4 | Batch 3375/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-09 00:18:06,203 - INFO - Epoch 5 | Batch 125/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:18:36,682 - INFO - Epoch 5 | Batch 250/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0157
2025-12-09 00:19:07,204 - INFO - Epoch 5 | Batch 375/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-09 00:19:37,633 - INFO - Epoch 5 | Batch 500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:20:08,081 - INFO - Epoch 5 | Batch 625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:20:38,749 - INFO - Epoch 5 | Batch 750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:21:09,222 - INFO - Epoch 5 | Batch 875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:21:39,595 - INFO - Epoch 5 | Batch 1000/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:22:09,887 - INFO - Epoch 5 | Batch 1125/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0158
2025-12-09 00:22:40,278 - INFO - Epoch 5 | Batch 1250/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:23:10,834 - INFO - Epoch 5 | Batch 1375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:23:41,425 - INFO - Epoch 5 | Batch 1500/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:24:11,658 - INFO - Epoch 5 | Batch 1625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:24:42,000 - INFO - Epoch 5 | Batch 1750/3375 | Acc 0.3125 | Reward -0.0000 | Active 0.0157
2025-12-09 00:25:12,326 - INFO - Epoch 5 | Batch 1875/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0155
2025-12-09 00:25:42,700 - INFO - Epoch 5 | Batch 2000/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0157
2025-12-09 00:26:13,046 - INFO - Epoch 5 | Batch 2125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:26:43,414 - INFO - Epoch 5 | Batch 2250/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
2025-12-09 00:27:13,981 - INFO - Epoch 5 | Batch 2375/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0158
2025-12-09 00:27:44,502 - INFO - Epoch 5 | Batch 2500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:28:14,944 - INFO - Epoch 5 | Batch 2625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:28:45,542 - INFO - Epoch 5 | Batch 2750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-09 00:29:16,084 - INFO - Epoch 5 | Batch 2875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:29:46,892 - INFO - Epoch 5 | Batch 3000/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:30:17,470 - INFO - Epoch 5 | Batch 3125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:30:47,993 - INFO - Epoch 5 | Batch 3250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-09 00:31:18,545 - INFO - Epoch 5 | Batch 3375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:32:04,659 - INFO - Epoch 6 | Batch 125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:32:35,422 - INFO - Epoch 6 | Batch 250/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0156
2025-12-09 00:33:06,246 - INFO - Epoch 6 | Batch 375/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0157
2025-12-09 00:33:36,638 - INFO - Epoch 6 | Batch 500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:34:07,041 - INFO - Epoch 6 | Batch 625/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0157
2025-12-09 00:34:37,357 - INFO - Epoch 6 | Batch 750/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
2025-12-09 00:35:07,731 - INFO - Epoch 6 | Batch 875/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-09 00:35:38,220 - INFO - Epoch 6 | Batch 1000/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-09 00:36:08,745 - INFO - Epoch 6 | Batch 1125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0156
2025-12-09 00:36:39,096 - INFO - Epoch 6 | Batch 1250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0158
2025-12-09 00:37:09,365 - INFO - Epoch 6 | Batch 1375/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0154
2025-12-09 00:37:39,739 - INFO - Epoch 6 | Batch 1500/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:38:10,230 - INFO - Epoch 6 | Batch 1625/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0155
2025-12-09 00:38:40,673 - INFO - Epoch 6 | Batch 1750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:39:10,744 - INFO - Epoch 6 | Batch 1875/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0157
2025-12-09 00:39:41,043 - INFO - Epoch 6 | Batch 2000/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-09 00:40:11,542 - INFO - Epoch 6 | Batch 2125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:40:42,298 - INFO - Epoch 6 | Batch 2250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:41:12,910 - INFO - Epoch 6 | Batch 2375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:41:43,506 - INFO - Epoch 6 | Batch 2500/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-09 00:42:14,009 - INFO - Epoch 6 | Batch 2625/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0157
2025-12-09 00:42:44,641 - INFO - Epoch 6 | Batch 2750/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-09 00:43:15,351 - INFO - Epoch 6 | Batch 2875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:43:45,896 - INFO - Epoch 6 | Batch 3000/3375 | Acc 0.2500 | Reward -0.0000 | Active 0.0157
2025-12-09 00:44:16,135 - INFO - Epoch 6 | Batch 3125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:44:46,807 - INFO - Epoch 6 | Batch 3250/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-09 00:45:17,309 - INFO - Epoch 6 | Batch 3375/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0155
2025-12-09 00:46:04,032 - INFO - Epoch 7 | Batch 125/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-09 00:46:34,704 - INFO - Epoch 7 | Batch 250/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0159
2025-12-09 00:47:05,293 - INFO - Epoch 7 | Batch 375/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:47:35,868 - INFO - Epoch 7 | Batch 500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:48:06,224 - INFO - Epoch 7 | Batch 625/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:48:36,427 - INFO - Epoch 7 | Batch 750/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0157
2025-12-09 00:49:06,918 - INFO - Epoch 7 | Batch 875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0155
2025-12-09 00:49:37,254 - INFO - Epoch 7 | Batch 1000/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-09 00:50:07,335 - INFO - Epoch 7 | Batch 1125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:50:37,609 - INFO - Epoch 7 | Batch 1250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0158
2025-12-09 00:51:08,090 - INFO - Epoch 7 | Batch 1375/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0157
2025-12-09 00:51:38,691 - INFO - Epoch 7 | Batch 1500/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0157
2025-12-09 00:52:09,159 - INFO - Epoch 7 | Batch 1625/3375 | Acc 0.1250 | Reward -0.0000 | Active 0.0156
2025-12-09 00:52:39,801 - INFO - Epoch 7 | Batch 1750/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0158
2025-12-09 00:53:10,507 - INFO - Epoch 7 | Batch 1875/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:53:41,081 - INFO - Epoch 7 | Batch 2000/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0157
2025-12-09 00:54:11,701 - INFO - Epoch 7 | Batch 2125/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0156
2025-12-09 00:54:41,856 - INFO - Epoch 7 | Batch 2250/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:55:12,089 - INFO - Epoch 7 | Batch 2375/3375 | Acc 0.0000 | Reward -0.0000 | Active 0.0155
2025-12-09 00:55:42,405 - INFO - Epoch 7 | Batch 2500/3375 | Acc 0.0625 | Reward -0.0000 | Active 0.0157
2025-12-09 00:56:12,805 - INFO - Epoch 7 | Batch 2625/3375 | Acc 0.1875 | Reward -0.0000 | Active 0.0156
